"Locus Tag","Gene Name","Product Description","Strain Name","Accession","GO Term","Namespace","GO Evidence Code","Evidence Ontology ECO Code","Evidence Ontology Term","Similar To \ Binds To","PMID"
"PP_5352","uvrD","DNA-dependent ATPase I/helicase II","Pseudomonas putida KT2440 (TIGR)","GO:0016787","hydrolase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF13361","PMID:24451626"
"PP_5352","uvrD","DNA-dependent ATPase I/helicase II","Pseudomonas putida KT2440 (TIGR)","GO:0003677","DNA binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PTHR11070","PMID:24451626"
"PP_5352","uvrD","DNA-dependent ATPase I/helicase II","Pseudomonas putida KT2440 (TIGR)","GO:0003678","DNA helicase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PTHR11070","PMID:24451626"
"PP_5355","PP_5355","sodium/proton antiporter","Pseudomonas putida KT2440 (TIGR)","GO:0006812","cation transport","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00999","PMID:24451626"
"PP_5355","PP_5355","sodium/proton antiporter","Pseudomonas putida KT2440 (TIGR)","GO:0006812","monoatomic cation transport","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00999","PMID:24451626"
"PP_5355","PP_5355","sodium/proton antiporter","Pseudomonas putida KT2440 (TIGR)","GO:0015297","antiporter activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00999","PMID:24451626"
"PP_5355","PP_5355","sodium/proton antiporter","Pseudomonas putida KT2440 (TIGR)","GO:0016020","membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00999","PMID:24451626"
"PP_5355","PP_5355","sodium/proton antiporter","Pseudomonas putida KT2440 (TIGR)","GO:0055085","transmembrane transport","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00999","PMID:24451626"
"PP_5355","PP_5355","sodium/proton antiporter","Pseudomonas putida KT2440 (TIGR)","GO:1902600","proton transmembrane transport","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00999","PMID:24451626"
"PP_5356","vdlD","acyl-CoA thioesterase","Pseudomonas putida KT2440 (TIGR)","GO:0016790","thiolester hydrolase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PTHR11049","PMID:24451626"
"PP_5357","pdxY","pyridoxamine kinase","Pseudomonas putida KT2440 (TIGR)","GO:0008478","pyridoxal kinase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR00687","PMID:24451626"
"PP_5357","pdxY","pyridoxamine kinase","Pseudomonas putida KT2440 (TIGR)","GO:0009443","pyridoxal 5'-phosphate salvage","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR00687","PMID:24451626"
"PP_5364","clsA","cardiolipin synthase","Pseudomonas putida KT2440 (TIGR)","GO:0003824","catalytic activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SM00155","PMID:24451626"
"PP_5364","clsA","cardiolipin synthase","Pseudomonas putida KT2440 (TIGR)","GO:0008808","cardiolipin synthase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:MF_00190","PMID:24451626"
"PP_5364","clsA","cardiolipin synthase","Pseudomonas putida KT2440 (TIGR)","GO:0016780","phosphotransferase activity, for other substituted phosphate groups","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:MF_00190","PMID:24451626"
"PP_5364","clsA","cardiolipin synthase","Pseudomonas putida KT2440 (TIGR)","GO:0032049","cardiolipin biosynthetic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:MF_00190","PMID:24451626"
"PP_5365","PP_5365","fatty acid methyltransferase","Pseudomonas putida KT2440 (TIGR)","GO:0008757","S-adenosylmethionine-dependent methyltransferase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SSF53335","PMID:24451626"
"PP_5365","PP_5365","fatty acid methyltransferase","Pseudomonas putida KT2440 (TIGR)","GO:0008610","lipid biosynthetic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PIRSF003085","PMID:24451626"
"PP_5366","lpd","dihydrolipoyl dehydrogenase","Pseudomonas putida KT2440 (TIGR)","GO:0016491","oxidoreductase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SSF55424","PMID:24451626"
"PP_5366","lpd","dihydrolipoyl dehydrogenase","Pseudomonas putida KT2440 (TIGR)","GO:0050660","flavin adenine dinucleotide binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SSF55424","PMID:24451626"
"PP_5366","lpd","dihydrolipoyl dehydrogenase","Pseudomonas putida KT2440 (TIGR)","GO:0004148","dihydrolipoyl dehydrogenase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR01350","PMID:24451626"
"PP_5367","PP_5367","transketolase domain-containing protein","Pseudomonas putida KT2440 (TIGR)","GO:0003824","catalytic activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:G3DSA:3.40.50.920","PMID:24451626"
"PP_5368","PP_5368","MFS transporter","Pseudomonas putida KT2440 (TIGR)","GO:0022857","transmembrane transporter activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF07690","PMID:24451626"
"PP_5368","PP_5368","MFS transporter","Pseudomonas putida KT2440 (TIGR)","GO:0055085","transmembrane transport","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF07690","PMID:24451626"
"PP_5370","PP_5370","oxidoreductase-like protein","Pseudomonas putida KT2440 (TIGR)","GO:0016491","oxidoreductase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF01266","PMID:24451626"
"PP_5371","PP_5371","rubredoxin/rubredoxin reductase","Pseudomonas putida KT2440 (TIGR)","GO:0005506","iron ion binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PR00163","PMID:24451626"
"PP_5371","PP_5371","rubredoxin/rubredoxin reductase","Pseudomonas putida KT2440 (TIGR)","GO:0016491","oxidoreductase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF07992","PMID:24451626"
"PP_5372","PP_5372","aldehyde dehydrogenase","Pseudomonas putida KT2440 (TIGR)","GO:0016620","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:G3DSA:3.40.309.10","PMID:24451626"
"PP_5372","PP_5372","aldehyde dehydrogenase","Pseudomonas putida KT2440 (TIGR)","GO:0016491","oxidoreductase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00171","PMID:24451626"
"PP_5373","PP_5373","Rieske 2Fe-2S family protein","Pseudomonas putida KT2440 (TIGR)","GO:0051537","2 iron, 2 sulfur cluster binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00355","PMID:24451626"
"PP_5373","PP_5373","Rieske 2Fe-2S family protein","Pseudomonas putida KT2440 (TIGR)","GO:0044237","cellular metabolic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PTHR43756","PMID:24451626"
"PP_5373","PP_5373","Rieske 2Fe-2S family protein","Pseudomonas putida KT2440 (TIGR)","GO:0005506","iron ion binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00848","PMID:24451626"
"PP_5374","PP_5374","choline/carnitine/betaine transporter family protein","Pseudomonas putida KT2440 (TIGR)","GO:0016020","membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF02028","PMID:24451626"
"PP_5374","PP_5374","choline/carnitine/betaine transporter family protein","Pseudomonas putida KT2440 (TIGR)","GO:0022857","transmembrane transporter activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF02028","PMID:24451626"
"PP_5374","PP_5374","choline/carnitine/betaine transporter family protein","Pseudomonas putida KT2440 (TIGR)","GO:0071705","nitrogen compound transport","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF02028","PMID:24451626"
"PP_5375","PP_5375","LysR family transcriptional regulator","Pseudomonas putida KT2440 (TIGR)","GO:0003700","DNA-binding transcription factor activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PR00039","PMID:24451626"
"PP_5375","PP_5375","LysR family transcriptional regulator","Pseudomonas putida KT2440 (TIGR)","GO:0006355","regulation of transcription, DNA-templated","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PR00039","PMID:24451626"
"PP_5375","PP_5375","LysR family transcriptional regulator","Pseudomonas putida KT2440 (TIGR)","GO:0006355","regulation of DNA-templated transcription","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PR00039","PMID:24451626"
"PP_5378","PP_5378","metal-binding protein","Pseudomonas putida KT2440 (TIGR)","GO:0009055","electron transfer activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SSF46626","PMID:24451626"
"PP_5378","PP_5378","metal-binding protein","Pseudomonas putida KT2440 (TIGR)","GO:0020037","heme binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SSF46626","PMID:24451626"
"PP_5379","copB-II","copper resistance protein B","Pseudomonas putida KT2440 (TIGR)","GO:0005507","copper ion binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF05275","PMID:24451626"
"PP_5379","copB-II","copper resistance protein B","Pseudomonas putida KT2440 (TIGR)","GO:0006878","cellular copper ion homeostasis","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF05275","PMID:24451626"
"PP_5379","copB-II","copper resistance protein B","Pseudomonas putida KT2440 (TIGR)","GO:0006878","intracellular copper ion homeostasis","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF05275","PMID:24451626"
"PP_5379","copB-II","copper resistance protein B","Pseudomonas putida KT2440 (TIGR)","GO:0009279","cell outer membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF05275","PMID:24451626"
"PP_5380","copA-II","copper resistance protein A","Pseudomonas putida KT2440 (TIGR)","GO:0005507","copper ion binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:cd13848","PMID:24451626"
"PP_5380","copA-II","copper resistance protein A","Pseudomonas putida KT2440 (TIGR)","GO:0016491","oxidoreductase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF07731","PMID:24451626"
"PP_5380","copA-II","copper resistance protein A","Pseudomonas putida KT2440 (TIGR)","GO:0042597","periplasmic space","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR01480","PMID:24451626"
"PP_5383","copR-II","transcriptional regulator","Pseudomonas putida KT2440 (TIGR)","GO:0000160","phosphorelay signal transduction system","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:cd00383","PMID:24451626"
"PP_5383","copR-II","transcriptional regulator","Pseudomonas putida KT2440 (TIGR)","GO:0003677","DNA binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:cd00383","PMID:24451626"
